deal_name,restaurant_name,location_name,match_confidence,restaurant_id,restaurant_group_id,restaurant_group_name,fly_allocation
Bon Banh Mi - Oakland Market Rd.,Bon Banh Mi,Downtown,95.0%,cc1e4e53-77f1-42e7-a921-956cbaf22969,3cbd96ee-1361-45b3-a1ac-b9614534385d,Bon Banh Mi,"500,000"
The Wooly Nolita,The Wooly,Nolita,98.8%,7cca16ca-d0eb-44ef-8051-779caf4b7111,8a14d5b5-d59d-4d4d-bff8-38b760c69e8c,The Wooly,"500,000"
Ella Funt - New Deal,Ella Funt,East Village,96.7%,b0db1446-6506-47e7-a61a-e001bfa7f608,0a756f22-a296-40dc-a4da-087fc7b24612,Ella Funt,"500,000"
The Purple Tongue Wine Bar - New Deal,The Purple Tongue Wine Bar,Hell's Kitchen,100.0%,8fd45637-7545-45d5-9ad2-f0bbfaca9ac3,603bfa27-50d2-4182-992e-f51e42f1b5e3,The Purple Tongue Wine Bar,"250,000"
Tempest,Tempest,French Quarter,100.0%,756eb990-0fe7-47c8-a59c-37895771f63d,43e75779-3cb0-4565-9c89-c8e7b20ffb31,Tempest,"500,000"
Spicy Moon - Bowery,Spicy Moon,Chelsea,94.1%,6f0e2833-d311-44ad-8f46-0929d46f7996,da935a47-f1c3-4491-af5d-c23fcd3b563f,Spicy Moon,"500,000"
Accidental Bar - New Deal,Accidental Bar,Alphabet City,95.7%,8c25d991-e42c-4311-b475-b7ab9700074e,0543ef5c-af49-441d-b119-63e9c09d30b0,Accidental Bar,"250,000"
Kiwami,Kiwami,Brooklyn Heights,100.0%,ab40ace1-0a06-429f-a3bd-164b642e8f9c,d21c66ac-3326-4fe3-b87c-24e6fc8deca6,Kiwami,"250,000"
St. Mazie - New Deal,St. Mazie,Williamsburg,94.0%,72922ae4-a0cd-43c8-883c-a0b01ea1ceaa,c6117fbc-97da-48c0-8a25-b299546494ef,St. Mazie,"250,000"
Little Dipper - New Deal,Little Dipper,Chelsea,94.3%,7a93301c-1e75-4133-a641-c65f689dcc16,c6198d66-7c44-4e7c-a1fe-a61a21f5179f,Goldies/Little Dipper,"500,000"
Goldie’s Tavern - New Deal,Goldie's Tavern,Chelsea,96.9%,db146718-fa00-4bdb-8e1a-c2978c523b2f,c6198d66-7c44-4e7c-a1fe-a61a21f5179f,Goldies/Little Dipper,"500,000"
The Liberties - New Deal,The Liberties,The Liberties,100.0%,9c577e12-e0fc-46df-b8b7-7e543226ae1e,345998d8-5739-41e1-a575-05a9bf976b69,The Liberties,"500,000"
Alma Negra - New Deal,Alma Negra,Park Slope,99.0%,a8cdc6b5-068d-477f-8ec9-cb8840f1e051,b5cbad77-87c4-44d6-97d3-dc46d9d33af8,Alma Negra,"500,000"
Randolph Beer - New Deal,Randolph Beer,Dumbo,94.3%,3d2df8bc-707e-4f89-8de4-ca20df058197,2a986d8c-f763-4c1d-985c-b70ac04cdfa6,Randolph Beer,"250,000"
Stone Park Cafe - New Deal,Stone Park Cafe,Park Slope,96.9%,696e3754-4f72-4ebc-9f6b-4e37bbff9ac1,4e6d4858-62f4-4717-ab49-04a573f4e86f,Stone Park Cafe,"250,000"
Sunday to Sunday - New Deal,Sunday To Sunday,Lower East Side,98.0%,99b0ea4f-0677-4a74-9918-d207262ff9a6,765fd549-2351-4c62-b7d7-ed28896d390a,Sunday To Sunday,"250,000"
Tacombi - Brickell,Tacombi,Financial District,100.0%,e8885919-1c59-488a-8fb9-943b33ac508b,b448af3d-5c91-40c4-b344-1fb000d39cfa,Tacombi,"500,000"
Speedy Romeo - New Deal,Speedy Romeo,Clinton Hill,92.7%,940d8c0d-0f52-4fce-a3dc-1c82e5a28bee,921df105-4fab-4b8c-82ba-7ef8e55db0e7,Speedy Romeo,"500,000"
l’abeille - New Deal,L'abeille,Tribeca,96.7%,ec8c0bdc-3d94-4c28-a033-81f3f2c68bb6,de9fe8cd-4f6c-4a6d-850e-cded27f07130,Kuma Hospitality,"500,000"
l'abeille à côté - New Deal,L'abeille à côté,Tribeca,98.0%,68d2c560-ffef-46dd-8403-e244e5ec691f,de9fe8cd-4f6c-4a6d-850e-cded27f07130,Kuma Hospitality,"500,000"
Criollas West Village - New Deal,Criollas West Village,West Village,100.0%,ff22710d-c7ce-4fea-8aca-5301f23b20f9,c0a7f98b-d21e-49b6-b627-1c26939729ef,Criollas Baked Empanadas,"250,000"
Criollas | Hells Kitchen - New Deal,Criollas Hell's Kitchen,Hell's Kitchen,100.0%,45f037e6-a037-4bc9-a068-070ff1c11d83,c0a7f98b-d21e-49b6-b627-1c26939729ef,Criollas Baked Empanadas,"250,000"
Park & Grove - New Deal,Park & Grove,Downtown,100.0%,3b1d0c00-8e4a-4fd7-82a1-130f7fcbfb44,dcd6fd21-f7ef-481d-ad65-ba20ebce56d8,Taco Boy / Park & Grove,"500,000"
Thursday Kitchen - New Deal,Thursday Kitchen,East Village,98.0%,b658ed23-401b-4251-b7b8-8cf4d85e1f78,21fafd0a-8e9e-4b60-8c5d-b4486d7a90e8,Mokyo / Thursday Kitchen,"250,000"
Please Don’t Tell new bar - New Deal,Please Don't Tell,East Village,96.7%,3f175455-4796-4da2-be80-ae1028283486,2034c9f8-f71f-489f-937d-206e3718ea82,PDT/Crif Dogs,"500,000"
Taco Boy - Downtown,Taco Boy,Downtown,100.0%,3a2fe785-392b-4dfd-ac37-b58f06693fe5,dcd6fd21-f7ef-481d-ad65-ba20ebce56d8,Taco Boy / Park & Grove,"500,000"
Taco Boy - Folly Beach,Taco Boy,Downtown,97.1%,3a2fe785-392b-4dfd-ac37-b58f06693fe5,dcd6fd21-f7ef-481d-ad65-ba20ebce56d8,Taco Boy / Park & Grove,"500,000"
Five Loaves Cafe - Summerville,Five Loaves Cafe,Mt. Pleasant,97.7%,dfa4e978-61d7-4af8-a97a-afcc81f7a623,5da42aa8-f3cf-4f61-9962-4dbc31bb6776,Glowfisch Hospitality,"250,000"
Five Loaves Cafe - Mt. Pleasant - New Deal,Five Loaves Cafe,Mt. Pleasant,95.4%,dfa4e978-61d7-4af8-a97a-afcc81f7a623,5da42aa8-f3cf-4f61-9962-4dbc31bb6776,Glowfisch Hospitality,"250,000"
Sesame Burgers and Beer - Summerville,Sesame Burgers and Beer,Mt. Pleasant,100.0%,2a2d5b7a-9589-4dd3-83c8-5f51dcbfb520,5da42aa8-f3cf-4f61-9962-4dbc31bb6776,Glowfisch Hospitality,"250,000"
HILDA AND JESSE - New Deal,Hilda and Jesse,Hilda and Jesse,96.9%,bc84f38b-99c1-4de5-a54f-103c65f66e4c,1b9d37c4-99d8-4da1-839b-29a99cc33722,Hilda and Jesse,"250,000"
Pecking House - Chinatown - New Deal,Pecking House,Chinatown,92.8%,5ada383a-1811-403e-b824-eb6002a337bd,62f0bfe6-9e0e-45d7-810f-56e7914c3ca7,Pecking House,"250,000"
Good Guys - New Deal,Good Guys,Lower East Side,96.7%,09f48233-5991-4df0-a192-231a4650225b,67829338-bc96-4832-8038-8bddb2b47ca6,Attaboy,"250,000"
ALL BLUES - New Deal,ALL BLUES,Tribeca,100.0%,cc382352-ee3d-4226-9437-de94695f18e6,178b7ad1-b393-4ebd-8897-348fd09d659c,All Blues,"250,000"
Chelsea Living Room -New Deal,Chelsea Living Room,Chelsea,100.0%,37abac99-3895-491b-adca-3039438a2cbe,b81bc84b-0259-4ada-9eb9-6dec96fb717c,Chelsea Living Room,"250,000"
Filé Gumbo Bar,Filé Gumbo Bar,Tribeca,100.0%,88ae5244-814f-446a-bfe2-489fae723cbd,c50dea8b-09c4-4f72-b024-250c11048b00,Filé Gumbo Bar,"250,000"
Malka UWS,Malka UWS,Upper West Side,100.0%,1e6e8113-6449-45e5-a6e4-159b210468e1,911dfde3-a6f0-461c-bc3e-5cc82ff9c0ce,The Good People Group,"250,000"
Malka Dumbo,Malka - Dumbo,Dumbo,100.0%,562ed5dd-747c-4a4e-a157-8b72badf3fe3,911dfde3-a6f0-461c-bc3e-5cc82ff9c0ce,The Good People Group,"250,000"
Port Sa'id,Port Sa'id,Hudson Square,100.0%,70c50876-4a28-41d0-9497-65f80f85e35c,911dfde3-a6f0-461c-bc3e-5cc82ff9c0ce,The Good People Group,"250,000"
Shmone,Shmoné,Greenwich Ave,93.3%,f6220233-6527-4d12-aef2-b3e5cfa47095,911dfde3-a6f0-461c-bc3e-5cc82ff9c0ce,The Good People Group,"250,000"
HaSalon,HaSalon,Hell's Kitchen,100.0%,29bb7f0d-921e-4617-acdb-3fd834dc333a,911dfde3-a6f0-461c-bc3e-5cc82ff9c0ce,The Good People Group,"250,000"
Brooklyn Kolache - New Deal,Brooklyn Kolache,Bedford-Stuyvesant,98.0%,83ed4391-bbea-4afc-a0bd-09d65d13c405,69da47fa-64bf-408b-abe9-0a0902a9fc1f,Brooklyn Kolache,"250,000"
The Commons Chelsea - New Deal,The Commons Chelsea,Chelsea,96.9%,d8d12dfa-d7d3-40c1-ab9d-cdbbc61f9ede,72c59172-c95c-4316-a06c-b5f1be080a61,Motel Morris,"250,000"
Earthly Delights - New Deal,Earthly Delights,Ridgewood,98.0%,dfb8cf3c-6a80-45db-8d08-114d1456aa19,e28b7384-f407-4b35-839d-bd3f69d7745a,Earthly Delights,"250,000"
Edmund's Oast Brewing Co. - New Deal,Edmund's Oast Brewing Co.,Wagener Terrace,100.0%,3e7f913a-8bd0-41e3-9224-7cd28930d25e,d8dce431-e611-493a-8d71-7942d31eb2d8,Edmund's Oast Brewing Co.,"250,000"
Paper Son Coffee,Paper Son Coffee,Paper Son Coffee - Dogpatch,100.0%,f6390d91-7b7f-4947-bee7-d696a764f755,2d290afb-ae46-46d0-86df-39cee641ab8f,Paper Sons Coffee,"500,000"
Komaaaj,Komaaj,Mission,92.3%,0a6c42a8-6ce8-4620-b6d8-79fa0528e003,117dcc78-9e39-4dd2-b54c-72bf7913f17a,Komaaj,"500,000"
Greenwood Park - New Deal,Greenwood Park,Park Slope,95.7%,0b3c1ea7-b808-42f8-9455-7c1cccf26f11,ed70f6ef-0c98-4e9d-a77c-55c2fb2b5aab,Greenwood Park,"250,000"
Brooklyn French Bakers Columbia Street - New Deal,Brooklyn French Bakers,Carroll Gardens,98.8%,4eaceb8c-99ed-4407-a908-5221c51625c4,36bbcbcd-ebcb-4ee7-abaa-3690540e94e6,Brooklyn French Bakers,"250,000"
Brooklyn French Bakers - Park Slope - New Deal,Brooklyn French Bakers,Carroll Gardens,93.8%,4eaceb8c-99ed-4407-a908-5221c51625c4,36bbcbcd-ebcb-4ee7-abaa-3690540e94e6,Brooklyn French Bakers,"250,000"
Rosalind Bakery - New Deal,Rosalind Bakery,Financial District,96.9%,f908e82f-1213-40b9-bdb3-83280c6c99c1,e1e11769-dc9c-4434-8c95-88a8fbe0fd6d,Rosalind Bakery,"250,000"
Poka Lola Social Club,Poka Lola Social Club,LoDo,100.0%,fbb0b0cc-ec2e-48b2-871e-2827586f4369,0e195f5d-f3a4-4111-9b72-9525deca5707,Sage Hospitality Group,"200,000"
Catbird Kitchen,Catbird Kitchen,3770 Walnut St,100.0%,b20c5408-f6d9-4029-bbd6-3672f3a49b72,0e195f5d-f3a4-4111-9b72-9525deca5707,Sage Hospitality Group,"200,000"
Cruise Room,Cruise Room,LoDo,100.0%,00c6ef82-ad73-4494-b512-b1aa20a251e6,0e195f5d-f3a4-4111-9b72-9525deca5707,Sage Hospitality Group,"200,000"
Call Me Pearl,Call Me Pearl,LoDo,100.0%,6df52367-8a0c-434d-bd9a-ff4fba66ff12,0e195f5d-f3a4-4111-9b72-9525deca5707,Sage Hospitality Group,"200,000"
Woodie Fisher Kitchen & Bar,Woodie Fisher,LoDo,98.4%,022bac2c-eab9-4fdc-bb40-4df8fd5e5631,0e195f5d-f3a4-4111-9b72-9525deca5707,Sage Hospitality Group,"200,000"
Urban Farmer Denver,Urban Farmer Denver,LoDo,100.0%,71718bda-61aa-493f-9a76-35458d3dbbfd,0e195f5d-f3a4-4111-9b72-9525deca5707,Sage Hospitality Group,"200,000"
The Corner Office Restaurant & Martini Bar,The Corner Office Restaurant + Martini Bar,LoDo,100.0%,6d48be33-c492-427e-8206-da871f4bd997,0e195f5d-f3a4-4111-9b72-9525deca5707,Sage Hospitality Group,"200,000"
Ambler,Ambler,LoDo,100.0%,56185fe4-81a0-4d08-9285-3d656c646cd7,0e195f5d-f3a4-4111-9b72-9525deca5707,Sage Hospitality Group,"200,000"
Kachina Cantina,Kachina Cantina,LoDo,100.0%,a6980af2-03ce-4921-8bea-c25537ff426b,0e195f5d-f3a4-4111-9b72-9525deca5707,Sage Hospitality Group,"200,000"
House of Shields,The House Of Shields,The House Of Shields,100.0%,56ff064e-38eb-4af4-a386-8a33e136604a,3838d2ef-a228-400a-bb4b-d5002376b7bc,Pleiades Enterprises,"250,000"
Iron Horse,Iron Horse Cocktails,Iron Horse Cocktails,100.0%,1bba2c5f-cfab-4687-a69f-77ef1713b33a,3838d2ef-a228-400a-bb4b-d5002376b7bc,Pleiades Enterprises,"250,000"
Trapizzino - New Deal,Trapizzino,Trapizzino,100.0%,c263cf16-b050-49cb-95af-19ceebef03e4,4a0e264d-bc32-4718-8053-ac0a183defb0,Brass / Moby's,"250,000"
The Tusk Bar - New Deal,The Tusk Bar,NoMad,94.0%,291de563-d482-4646-b2c8-e3632544caa1,4a0e264d-bc32-4718-8053-ac0a183defb0,Brass / Moby's,"250,000"
Bon Banh Mi - Downtown - New Deal,Bon Banh Mi,Downtown,95.0%,cc1e4e53-77f1-42e7-a921-956cbaf22969,3cbd96ee-1361-45b3-a1ac-b9614534385d,Bon Banh Mi,"500,000"
Blinky's - New Deal,Blinky's,Williamsburg,94.0%,9880d849-3db3-4de4-9c43-a8147d10a089,b609e5f3-1cd6-4a42-b615-1a468cb18205,Blinky's,"250,000"
Little Honey - New Deal,Little Honey,South Slope,92.7%,68b28e2e-daf6-48de-8eb3-ad2ed7d648da,fc92f358-1b36-43a7-82c1-bb3c8327f5f3,Little Honey,"250,000"
La Fondita - New Deal,La Fondita,Amagansett,99.0%,b5d6809b-bd08-49c3-a668-4aa8ff1beffc,d350c077-3db0-48a5-9cde-874d9aa93044,Honest Man Hospitality,"250,000"
Townline BBQ - New Deal,Townline BBQ,Sagaponack,92.7%,dcc090f5-c42f-4552-a2e0-a85fd93d859c,d350c077-3db0-48a5-9cde-874d9aa93044,Honest Man Hospitality,"250,000"
Rowdy Hall - New Deal,Rowdy Hall,Amagansett,100.0%,348ace9a-6bff-4fbf-9788-fed386badc0f,d350c077-3db0-48a5-9cde-874d9aa93044,Honest Man Hospitality,"250,000"
Wild Common,Wild Common,Cannonborough Elliotborough,100.0%,e3580df5-979d-4792-80f8-570b38795a54,89679855-d936-4802-8688-8a77f2135f8d,Wild Common,"250,000"
Jane on Fillmore,Jane on Fillmore,Pacific Heights,100.0%,fb85d96b-5c95-4433-9910-1c9d7f7da4b3,90c8df23-203f-4040-a896-68555f5f2fac,Jane,"250,000"
Jane the Bakery,Jane the Bakery,Geary - Jane the Bakery,100.0%,5b70acf9-3ae6-4c63-bf91-f77bd39ef65a,90c8df23-203f-4040-a896-68555f5f2fac,Jane,"250,000"
Jane on Larkin - Breakfast Club,Jane on Larkin,Nob Hill,95.1%,ac4dbf42-2a07-43d5-915d-3367aa75d1a1,90c8df23-203f-4040-a896-68555f5f2fac,Jane,"250,000"
Stretch Pizza,Stretch Pizza,Flatiron,100.0%,9d97ccac-ad36-4890-9289-71a14bb182a6,2761cf00-15c1-4555-b587-69efb88fc441,Stretch Pizza,"250,000"
Nabila's - New Deal,Nabila's,Cobble Hill,94.0%,1dfed8c4-54c8-48a3-a25a-18b67e947c7b,31752af2-1fec-41fe-9d1d-dc81fc9b0594,Nabila's,"250,000"
Hortus,Hortus,NoMad,100.0%,15360206-4b64-48bc-aa78-dc02def1c45a,d9c8f70e-2dee-4ed6-9a0d-eade3421ce8b,Hortus,"250,000"
Paper Son Coffee (3rd St) - New Deal,Paper Son Coffee,Paper Son Coffee - Dogpatch,100.0%,f6390d91-7b7f-4947-bee7-d696a764f755,2d290afb-ae46-46d0-86df-39cee641ab8f,Paper Sons Coffee,"250,000"
Carissa's the Bakery - Amagansett - New Deal,Carissa's Bakery,Amagansett,100.0%,e637971f-536b-47a5-91ba-cddad208e73c,ac4e7347-43e8-4b9a-b67d-2f00844b0369,Carissa's,"250,000"
L&W Market - New Deal,L&W Market,Bridgehampton,99.0%,329e0e6e-14e4-4c7e-b913-0253ebead0a4,4f4eac88-d4a2-4a1a-89cc-646d0c331f1a,Almond Restaurants,"250,000"
Blackwood - New Deal,Blackwood,Blackwood,100.0%,d256b18e-4c7e-41e6-83e4-d345a3279a31,1cbf23a0-1718-404b-8a9d-cb972a7b187f,Blackwood,"250,000"
Lost Cat Bar & Bites - New Deal,Lost Cat Bar & Bites,Lost Cat Bar & Bites,100.0%,179f8614-efa3-4bd9-9661-4828372be344,415d4e91-9bb8-43f0-88fa-6cd5e3fe2379,Lost Cat Bar & Bites,"250,000"
Lazy Sundaes (dumbo) - New Deal,Lazy Sundaes,DUMBO,96.5%,f0889ee9-ea92-4c3d-b6db-58762ef662b8,c87c0ba5-3e3c-4662-a433-20a45dddcf38,Lazy Sundaes,"250,000"
Lazy Sundaes (LES) - New Deal,Lazy Sundaes,DUMBO,99.9%,f0889ee9-ea92-4c3d-b6db-58762ef662b8,c87c0ba5-3e3c-4662-a433-20a45dddcf38,Lazy Sundaes,"250,000"
Clam Bar - New Deal,Clam Bar,Amagansett,94.0%,5de2ab76-a948-434d-a686-16ce7ac868f4,e0af7db4-bbb4-4927-aae9-82e6e2c3122d,Clambar,"250,000"
"California Kahve (GG Park, Kezar) - New Deal",California Kahve,California Kahve,93.2%,9b1d16fa-0b2d-4197-a306-583e3405f7ab,b91064e5-81c0-4ffb-a745-8ae194807f99,California Khave,"250,000"
California Kahve (JFK Promenade) - New Deal,California Kahve,California Kahve,93.2%,9b1d16fa-0b2d-4197-a306-583e3405f7ab,b91064e5-81c0-4ffb-a745-8ae194807f99,California Khave,"250,000"
Rosalind Bakery Cafe,Rosalind Bakery,Financial District,100.0%,f908e82f-1213-40b9-bdb3-83280c6c99c1,e1e11769-dc9c-4434-8c95-88a8fbe0fd6d,Rosalind Bakery,"250,000"
Saison Cellar & Wine Bar - New Deal,Saison Cellar & Wine Bar,Saison,100.0%,7c9cbda3-631a-423e-ad02-2efcaea14e2e,11d2cfb4-6808-4303-b6b9-41ac4af77ea2,Saison Hospitality Group,"250,000"
WenWen,Wenwen,Greenpoint,100.0%,417d4e02-fd69-4dd7-bab3-1fd73a909a9a,7a00f980-5ed0-4542-9aa1-4c041595876a,eighteightsix,"250,000"
Tiki Chick - New Deal,Tiki Chick,Upper West Side,99.0%,0814af12-f6dd-4913-ab0f-3b932bd3f082,a27c0275-dd54-4f86-82d4-0f9aaa10ecfa,Pickle Hospitality,"250,000"
Maison Pickle - New Deal,Maison Pickle,Upper West Side,94.3%,c7cf67f3-568f-4f45-8313-94fd594508af,a27c0275-dd54-4f86-82d4-0f9aaa10ecfa,Pickle Hospitality,"250,000"
Jacob's Pickles Moynihan - New Deal,Jacob's Pickles,Upper West Side,92.5%,6b46f002-cb72-45d4-99a3-c84bdd701029,a27c0275-dd54-4f86-82d4-0f9aaa10ecfa,Pickle Hospitality,"250,000"
Jacob's Pickles - New Deal,Jacob's Pickles,Upper West Side,96.9%,6b46f002-cb72-45d4-99a3-c84bdd701029,a27c0275-dd54-4f86-82d4-0f9aaa10ecfa,Pickle Hospitality,"250,000"
Jacob's Pickles Norwalk- New Deal,Jacob's Pickles,Upper West Side,93.8%,6b46f002-cb72-45d4-99a3-c84bdd701029,a27c0275-dd54-4f86-82d4-0f9aaa10ecfa,Pickle Hospitality,"250,000"
Cafe Ornithology - New Deal,Cafe Ornithology,Bushwick,98.0%,56d97f29-055a-480a-a857-d7de9932cb40,3070361d-5bd6-42b0-a3cc-d3026babbbd3,Cafe Ornithology,"250,000"
PENELOPE'S COFFEE & TEA - (SF) New Deal,Penelope's Coffee & Tea,Embarcadero,97.8%,77cfc927-a8c6-4b3a-ac63-ed2514cffa36,406fcc1d-da50-4182-ba12-35f940278a45,Penelope's Coffee & Tea,"250,000"
Ocean Beach Cafe - SF Breakfast Club,Ocean Beach Cafe,Outer Richmond,100.0%,144a1338-00ca-4066-a099-93a07981ad52,04f98669-4f95-4f01-8fbe-1436ee3b5a5d,Ocean Beach Cafe,"250,000"
Penelope's Coffee & Tea (FC) - New Deal,Penelope's Coffee & Tea,Embarcadero,97.8%,77cfc927-a8c6-4b3a-ac63-ed2514cffa36,406fcc1d-da50-4182-ba12-35f940278a45,Penelope's Coffee & Tea,"250,000"
Bernie's - New Deal,Bernie's,Noe Valley,94.0%,12345eff-108a-4e44-ba95-5ada6e827afd,6de2c645-6585-4348-b934-aca92af9cc31,Bernie's,"250,000"
Penelope's Coffee & Tea (SM) - New Deal,Penelope's Coffee & Tea,Embarcadero,97.8%,77cfc927-a8c6-4b3a-ac63-ed2514cffa36,406fcc1d-da50-4182-ba12-35f940278a45,Penelope's Coffee & Tea,"250,000"
Penelope's Coffee & Tea - (Berkeley) New Deal,Penelope's Coffee & Tea,Embarcadero,100.0%,77cfc927-a8c6-4b3a-ac63-ed2514cffa36,406fcc1d-da50-4182-ba12-35f940278a45,Penelope's Coffee & Tea,"250,000"
Charles Pan Fried Chicken (Harlem West Side) - New Deal,Charles Pan-Fried Chicken,Harlem 125th,100.0%,7d860134-b296-4269-a6c4-abd23adab57f,0249094f-52c3-4c24-9c71-052b9f0995ac,Charles Pan Fried Chicken,"250,000"
Charles Pan Fried Chicken (Harlem Flagship) - New Deal,Charles Pan-Fried Chicken,Harlem 125th,100.0%,7d860134-b296-4269-a6c4-abd23adab57f,0249094f-52c3-4c24-9c71-052b9f0995ac,Charles Pan Fried Chicken,"250,000"
Charles Pan Fried Chicken (UWS) - New Deal,Charles Pan-Fried Chicken,Harlem 125th,99.4%,7d860134-b296-4269-a6c4-abd23adab57f,0249094f-52c3-4c24-9c71-052b9f0995ac,Charles Pan Fried Chicken,"250,000"
Hart Bar - New Deal,Hart Bar,Bushwick,94.0%,259fc69b-d59b-4d3a-8c8e-dc24dcb9b8c5,4bd71557-6081-4b3f-92b4-f8ca7857fa1f,Hart Bar,"250,000"
Ace Eat Serve (DEN) - New Deal,Ace Eat Serve,Uptown,96.7%,5777c442-43a0-475a-b307-de7f945b585d,5dea68d3-e858-447e-ae16-c1eec8003090,Secret Sauce,"250,000"
Barn Joo (UNION SQUARE),Barn Joo,Union Square,95.2%,18cb153e-e331-4f90-8675-7f8e8a64b2fe,7b20a67e-b9bd-4154-8331-580ee0946e45,Barn Joo,"250,000"
Subject: A Cocktail Bar - New Deal,Subject: A Cocktail Bar,Lower East Side,100.0%,2b12b886-05c3-477c-8a2e-fabb6a432f32,f1a2492c-8e80-4797-9df8-df54c79b9eb5,Subject Bar,"250,000"
Shinji's - New Deal,Shinji's,Flatiron,94.0%,98b1eb53-c9c8-422d-8178-7c38817d52f9,74e1c40f-2c8a-4c5a-83b4-e0fb7abbfeb4,Shinji's,"250,000"
Dive Bar Pizza - New Deal,Dive Bar Pizza,Montauk,95.7%,9686e6ff-b576-45d4-bf4c-729fb743f13b,56d54500-b9c2-46cf-893b-d0299103a0dc,Dive Bar Pizza,"250,000"
Temple Bar - New Deal,Temple Bar,Temple Bar,100.0%,b4926aec-6b75-4eb1-a6d9-43f3e239bfc7,9f4338fd-d67c-4a12-bf59-e7adc4df9b2b,Temple Bar,"250,000"
Meeting House,Meeting House,Amagansett,100.0%,805497dc-254c-44ea-ba6a-4bcc9114f411,15cbb311-5b2d-49ae-8aa5-33634c6f9d26,Meeting House,"250,000"
Springs Tavern and Grill - New Deal,Springs Tavern and Grill,East Hampton,100.0%,4d967458-220d-45d0-8630-5f2e8d5944c7,63039c23-dd46-487f-a7eb-dbb1310cf76b,Springs Tavern and Grill,"250,000"
L'avion Café - New Deal,L'avion Café,Upper East Side,92.7%,2aa519af-21d9-4f60-93da-2f6c22151586,cdf44869-a089-4f5c-8148-785f697f21d0,L'Avion Cafe/The Drunken Munkey,"250,000"
The Drunken Munkey - New Deal,The Drunken Munkey,Upper East Side,95.7%,de0e8955-1b10-4350-bb27-7b57e7c51fe4,cdf44869-a089-4f5c-8148-785f697f21d0,L'Avion Cafe/The Drunken Munkey,"250,000"
Lunch (Lobster Roll Restaurant) - Amagansett,Lobster Roll Restaurant,Amagansett,98.5%,62b2c5bc-7c46-470b-9596-f9078a05d724,b974a961-4dae-48bd-8699-9bbfa4719cf4,Lunch Lobster Roll,"250,000"
Bird on the Roof - New Deal,Bird on the Roof,Montauk,92.7%,775e5aaa-f871-4514-96c6-addc6d6b6a1b,da1ffcc0-ea3d-49cc-a12e-66f530ca9d65,Bird on a Roof,"250,000"
Paulie Gee's - New Deal,Paulie Gee's,Greenpoint,92.7%,73e37f3e-0724-4cc3-953b-532de6e9ebeb,997068c5-e53e-4e55-ba11-ab4b1165aae6,Pauile Gee's,"250,000"
Friend of a Farmer (UWS) - New Deal,Friend of a Farmer,Gramercy,93.5%,69f7c198-2057-4e1a-827a-ac5ee227423a,fe9bb7bb-683f-4241-aff1-3359b075d8b1,Friend of a Farmer,"250,000"
Friend of a Farmer (Gramercy),Friend of a Farmer,Gramercy,100.0%,69f7c198-2057-4e1a-827a-ac5ee227423a,fe9bb7bb-683f-4241-aff1-3359b075d8b1,Friend of a Farmer,"250,000"
Komaaj,Komaaj,Mission,100.0%,0a6c42a8-6ce8-4620-b6d8-79fa0528e003,117dcc78-9e39-4dd2-b54c-72bf7913f17a,Komaaj,"250,000"
Momofuku (Noodle Bar) - East Village,Momofuku Noodle Bar,Columbus Circle,94.5%,5cb6f568-0368-42c6-8703-5d3311736ec4,0d4c2d41-3a42-4c06-8f32-99694c2cb06a,Momofuku Noodle Bar,"250,000"
Bistro Ete - New Deal,Bistro Ete,Water Mill,99.0%,51aa13d5-b8db-4074-9b25-43967a5abcae,f184c9f2-bea3-4dd4-8c85-ca94cf7fbd2c,Bistro Ete,"250,000"
Sagaponack General Store - New Deal,Sagaponack General Store,Sagaponack,100.0%,c3512340-0603-45a0-9cc9-be47ad367e0d,892c9372-e7d0-403d-8d24-28d129f275fe,Sagaponack General Store,"250,000"
Frasca Hospitality Group,Frasca,Pearl Street,100.0%,e0ccc49d-042c-4833-88fe-1b6d7b930187,69c8aaf5-9553-43c5-be69-e6dcc12ecf10,Frasca,"250,000"
Sunday Vinyl,Sunday Vinyl,LoDo - Denver,100.0%,bee1919a-16f7-4639-8b50-33ddb38d3283,69c8aaf5-9553-43c5-be69-e6dcc12ecf10,Frasca,"250,000"
Tavernetta,Tavernetta,LoDo,100.0%,a714f374-3818-43bd-8942-8f12caf5f4af,69c8aaf5-9553-43c5-be69-e6dcc12ecf10,Frasca,"250,000"
Osteria Alberico,Osteria Alberico,DU,100.0%,98515073-d39b-42c0-8f0f-88f567a72401,69c8aaf5-9553-43c5-be69-e6dcc12ecf10,Frasca,"250,000"
Pizzeria Alberico,Pizzeria Alberico,Pearl Street - Boulder,100.0%,649b1b24-6582-4639-88be-5f0351ffabb8,69c8aaf5-9553-43c5-be69-e6dcc12ecf10,Frasca,"250,000"
Champagne Tiger,Champagne Tiger,East Colfax,100.0%,a9beb7de-0401-4e7c-a66d-c31a3eab1034,33606975-5dee-4718-8b50-de233816c89b,Champagne Tiger,"250,000"
Shuko,Shuko,Greenwich Village,100.0%,ea557dd0-48ad-45e2-bcfe-10cefe406bc6,99950b28-c006-409d-850c-58d2934bdd3e,Shuko,"250,000"
The Morris - New Deal,The Morris,The Morris,92.1%,a3f8b6fa-be64-4a9f-bbda-a1bbc23d0fda,3b318d71-8e10-4121-b134-0c872493be04,The Morris,"250,000"
