deal_name,restaurant_name,location_name,match_confidence,restaurant_id,restaurant_group_id,restaurant_group_name,fly_allocation
Kultura Downtown,Kultura,267 Rutledge Ave,100.0%,e545b0c3-ab94-46f3-a3d1-4c12e1ef92f3,1b1a0dc7-797c-49a2-bfcd-3d6a3a388e82,Baguette Magic / Kultura,"500,000"
La Noxe Chelsea,La Noxe,Chelsea,93.6%,2b67f007-6509-4ceb-8fbe-15ddf3a9d004,fdb1b8f8-2658-4e6d-8cc8-04f9438cbf7d,La Noxe,"500,000"
Live Sushi Bar Potrero Hill,Live Sushi Bar,Potrero Hill,100.0%,011c6320-bd4a-4550-99fa-07211b731f0a,c8b06155-43af-43a2-94ea-2df364c4c190,Omakase Restaurant Group,"500,000"
The Third Floor Chinatown,The Third Floor,Financial District,98.8%,6a849093-9b3d-49c6-9db4-f22e586387db,c8b06155-43af-43a2-94ea-2df364c4c190,Omakase Restaurant Group,"500,000"
Dumpling Time Design District,Dumpling Time,Design District,100.0%,29147e61-af36-491c-af99-65d9fbe0f70e,2c801270-ed8d-4562-ab6d-c5892e69b273,Dumpling Time,"500,000"
Dumpling Time Mission Bay,Dumpling Time,Design District,98.4%,29147e61-af36-491c-af99-65d9fbe0f70e,2c801270-ed8d-4562-ab6d-c5892e69b273,Dumpling Time,"500,000"
Baguette Magic James Island,Baguette Magic,James Island,100.0%,18dd4674-e0d8-4ec4-9cf6-235ac867a1fc,1b1a0dc7-797c-49a2-bfcd-3d6a3a388e82,Baguette Magic / Kultura,"500,000"
Camino Alto Marina,Camino Alto,Marina,95.9%,46572411-97dd-4b7e-8069-7af0aadb9310,9302b5c9-4edd-42ff-b2d0-8ffd88f9eb47,Camino Alto,"500,000"
Bar Madonna Williamsburg,Bar Madonna,Williamsburg,100.0%,f95fcf53-029f-49a2-9599-062bc7b65957,442f0acb-325c-4fe0-9227-101a0151eab4,Bar Madonna,"500,000"
Castro Indian Restaurant & Bar The Castro,Castro Indian Restaurant & Bar,The Castro,100.0%,b8c0b5a1-7e3f-47ec-b3e1-9eaf1c2245aa,a71f3435-b387-43de-b254-720a690b2216,Castro Indian Restaurant & Bar,"500,000"
6 Tables Marina,6 Tables,Marina,99.6%,4367bdf5-58b2-47cf-afa4-d7ae132227c3,185856e3-b9ee-4d64-9e9c-ca32174bc667,6 Tables,"500,000"
Okaeri Japanese Bistro - New Deal,Okaeri Japanese Bistro,Okaeri,100.0%,2724470d-8d98-420b-ac57-d4bc95715e15,646b44f0-6286-46aa-a56c-54e9834f7e12,Okaeri Japanese Bistro,"500,000"
WINNER in the Park Park Slope,WINNER in the Park,Park Slope,96.8%,52ef0d2f-01a1-45e7-b3ab-d1fefe6d5e3e,1cabc93b-e8ad-47e9-b085-5a2bca564b18,WINNER,"1,000,000"
Paradiso Restaurant + Bar Park Circle,Paradiso Restaurant + Bar,Park Circle,100.0%,d5ad1506-6d2c-4d88-a006-05f83b4c9898,7be3c897-6406-44f2-b7dd-e40c82d3f1a1,Paradiso,"500,000"
The Market at Paradiso Park Circle,The Market at Paradiso,Park Circle,95.0%,252977ca-124b-47b4-9fa7-7d9c4f20c208,7be3c897-6406-44f2-b7dd-e40c82d3f1a1,Paradiso,"500,000"
Bar Iris Russian Hill,Bar Iris,Russian Hill,95.2%,b8d43fea-d2bd-4267-b0ca-a6eb8dfa519a,9b9f9222-b9a9-433e-a85a-89cfa6b8d037,Nisei / Bar Iris,"500,000"
Wild West Village,Criollas West Village,West Village,100.0%,ff22710d-c7ce-4fea-8aca-5301f23b20f9,c0a7f98b-d21e-49b6-b627-1c26939729ef,Criollas Baked Empanadas,"500,000"
Phoenix Palace Chinatown,Phoenix Palace,Phoenix Palace,93.7%,4474908c-853e-41f7-a5fe-0eb1bc6ac8b5,5b122662-fa85-4540-b20d-9505932bafbc,Phoenix Palace,"500,000"
Little Charli Greenwich Village,Little Charli,Greenwich Village,99.1%,8cd8fae8-47ee-45e4-9ea1-2cff5cb7e98d,112418bd-eb05-46f1-9780-3d20b85b7809,DAE Crew,"500,000"
Cha Cha Tang West Village,Cha Cha Tang,West Village,100.0%,791f2cca-42ce-49cc-a1e7-108c2862e685,30cdda1a-56d2-40e1-98e2-32057b60b80c,MSH Restaurants,"500,000"
Little Rascal Nolita,Little Rascal,Greenpoint,98.8%,47612c2f-3e7e-4fb9-ba41-8d7310191c88,87f2c447-ad1d-42a1-a06c-981284da77a6,Little Rascal,"500,000"
Verde Airport,Verde,Avondale,95.6%,dde66a49-1671-44a5-96a5-73b1f8c6cac1,2fc1aa71-b3ff-475b-86bb-b1578d0b6f1e,Verde,"500,000"
Trick Dog Mission,Trick Dog,Mission,100.0%,65f3ffa4-c8dc-4794-9795-73c6ac308083,dd208dc7-d20c-40e7-9430-4268a2627058,Trick Dog,"500,000"
Clerks Downtown,Clerks,Downtown,97.1%,3613acf1-7e19-4666-b1d0-69b632f17f10,3b3b5f97-45a0-451f-bdd4-9c221a041538,Hotel Emeline,"500,000"
The Greats of Craft LIC,The Greats of Craft,LIC,100.0%,23f34fd9-7679-4c05-a634-56c9d2813feb,93ae0fe1-50c7-42ef-bf81-d894f4c6e069,The Greats of Craft & Bar Enzo,"500,000"
The Greats of Craft Midtown East,The Greats of Craft,LIC,99.8%,23f34fd9-7679-4c05-a634-56c9d2813feb,93ae0fe1-50c7-42ef-bf81-d894f4c6e069,The Greats of Craft & Bar Enzo,"500,000"
Good Thanks Williamsburg,Good Thanks,Williamsburg,92.9%,ff51d2df-ff2d-4477-b092-be8205e15961,ca87e91a-d4dc-4f68-81f3-41b977629a68,Good Thanks,"500,000"
Ruffian East Village,Nowon - East Village,East Village,98.7%,187b348e-cbac-415f-8a3e-22505b38305e,8c8ffae7-7b2e-4679-95f1-7393e05db05b,Nowon,"500,000"
Spaghetti Incident Lower East Side,Spaghetti Incident,Lower East Side,100.0%,8be26e1d-a385-46d4-9d6e-68c5f5209eba,2b018c1d-b043-448d-885d-4c1609cf7d9e,Spaghetti Incident,"500,000"
Zou Zou's Hudson Yards,Zou Zou's,Hudson Yards,98.1%,408df3a0-6aa1-4dcb-88d2-6a79dd2c0ee8,e4d2c913-5f09-47c9-85b9-f05766f6bba5,Quality Branded,"500,000"
Twin Tails Columbus Circle,Twin Tails,Columbus Circle,95.6%,f66ec3ab-1d83-42da-bf17-6e7c9cfda345,e4d2c913-5f09-47c9-85b9-f05766f6bba5,Quality Branded,"500,000"
Bad Roman Columbus Circle,Bad Roman,Columbus Circle,92.9%,42237498-22ce-4f87-bd53-c28a84d65e1a,e4d2c913-5f09-47c9-85b9-f05766f6bba5,Quality Branded,"500,000"
Alphabet City Beer Co. Lower East Side,Alphabet City Beer Co.,Lower East Side,100.0%,e30e6a33-33d0-4348-b605-f84a63f708d0,7142a579-3d1a-46f4-a07c-6821ed89d7b7,Alphabet City Beer Co.,"500,000"
Hudson Club Midtown,Hudson Club,Midtown,93.3%,deea7def-04d6-4c6d-b764-f310395d7619,01415935-9b26-4591-92e3-27c67b539b8a,Hudson Club,"500,000"
Carriage House - New Deal,Carriage House,West Village,95.7%,8b87afbe-497b-4176-8215-3945ba1b3fdc,3a6bf638-7b60-4a24-a903-cd2798ad2590,Carriage House,"500,000"
KAIYŌ Rooftop SOMA,KAIYŌ Rooftop,SOMA,100.0%,6203dda7-0a5c-47cf-8523-6096e665785b,30e44979-d7c5-418c-a297-99e99c38d3e8,BXB Hospitality,"500,000"
StarChild Rooftop,Starchild Rooftop,Midtown,100.0%,0c123787-86f1-47dc-bdb2-5c87a6b7cee0,b6bd8332-ccba-4ec8-ac5d-5382e7602b21,Carver Road Hospitality,0
Rosevale Kitchen Midtown,Rosevale Kitchen,Midtown,100.0%,cd79e10c-6583-4085-95a7-38cc0592a628,b6bd8332-ccba-4ec8-ac5d-5382e7602b21,Carver Road Hospitality,"500,000"
Kaiyo Soma,Kaiyo,Soma,96.7%,cadcd7ae-49fa-4f26-a5ef-f29ee6d2be29,30e44979-d7c5-418c-a297-99e99c38d3e8,BXB Hospitality,"500,000"
Milos Meze - New Deal,Milos Meze,Marina,99.0%,6c8a4d64-c257-4587-b691-2efb5c31b807,8aea9180-bfe8-4da3-ab9a-5e5f67b9f1e9,Milos Meze,"500,000"
Hank's Seafood Restaurant Radcliffborough,Hank's Seafood Restaurant,Radcliffborough,98.6%,272f9715-e55a-4ac3-a9f9-268c07ad1d7e,3b3b5f97-45a0-451f-bdd4-9c221a041538,Hotel Emeline,"500,000"
Milk & Hops Chelsea,Milk & Hops,Chelsea,100.0%,2b62abb4-88d4-486a-8974-e50bdc0dc8cc,848c3259-7354-4214-a010-8964c4a77cd0,Milk & Hops,0
Third Falcon Fort Greene,Third Falcon,Fort Greene,100.0%,e5bd4a78-f07f-447a-85de-131b37c7532b,2af6ec42-9fd8-4606-afdf-8600f089342c,Third Falcon,"500,000"
Torch & Crown Brewing Company SOHO,Torch & Crown Brewing Company,SOHO,100.0%,22d34078-4f7b-4622-84b2-99271a984d45,f0855294-7200-4baa-a3ec-a6db0b5ba520,Torch and Crown,"500,000"
The Patio Marina,The Patio,Marina,98.8%,b66507fb-b33e-4a15-bf74-3e86763d8f41,03c491dc-48ac-45bc-8a42-58a3091d9a43,The Patio,"500,000"
Roberta's Bushwick,Roberta's,Bushwick,100.0%,ad248d48-8f51-4f00-83f5-4771f1926f8a,c3d4c1ab-acc3-45be-b318-18ae9f680470,Roberta's,"500,000"
Fan Fan Doughnuts Clinton Hill,Fan Fan Doughnuts,Clinton Hill,92.3%,ae2a8f49-bd41-4b99-92f6-aef0db34f002,9eaddf20-157d-40fd-a46d-e5d17aef26ee,La Newyorkina,"500,000"
Ricco Mediterranean Restaurant Marina,Ricco Mediterranean Restaurant,Marina,100.0%,f9c1282a-c181-4f95-bab9-8814e0876e84,29e61425-e0ab-4ed6-9bf6-362b873e5eaf,Ricco Mediterranean,"500,000"
Cecilia East Village,Nowon - East Village,East Village,93.4%,187b348e-cbac-415f-8a3e-22505b38305e,8c8ffae7-7b2e-4679-95f1-7393e05db05b,Nowon,"500,000"
Arthur and Sons West Village,Arthur and Sons,Murray Hill,99.8%,37544e61-37fc-408e-b23c-1c5d9ba9af0a,8c6f8248-cae5-4809-a0e7-cbc557c5f722,Arthur and Sons,"500,000"
Falu House - New Deal,Falu House,Greenpoint,99.0%,43f19e7b-d9f0-4746-8690-5d5b99330cbd,585b4944-0d88-4b73-8d34-5083c643bd19,Falu House,"500,000"
Fornino Greenpoint,Fornino,Greenpoint,96.0%,a402fa9e-847c-4d28-9f48-74083e47850e,1b26f4b6-67ed-4643-82c0-3295224ee5b2,Fornino,"500,000"
Palm House Marina,Palm House,Marina,94.1%,8871540f-f620-4c8e-9bcc-1b475ddbfb95,dc1adc04-37a8-48c1-9942-e687dc2d81f7,Palm House Hospitality,"500,000"
Bergerac SoMa,Bergerac,SoMa,96.2%,56e50767-5eb4-449e-9ff5-1c45760d9a79,7deaefff-c975-4505-bb79-9e4627d079a9,Bergerac,"500,000"
Hags East Village,Nowon - East Village,East Village,99.3%,187b348e-cbac-415f-8a3e-22505b38305e,8c8ffae7-7b2e-4679-95f1-7393e05db05b,Nowon,"500,000"
Due West West Village,Due West,West Village,95.2%,aa6093b2-5257-4105-8637-99d166b35524,9ddbcefb-02fd-4e26-9a9b-ad06f1be0d6c,Due West,"500,000"
The Test Brewery Williamsburg,The Test Brewery,Williamsburg,100.0%,be6b996e-acd9-48e6-8579-024e5692b071,a93c6c12-d402-4f43-8970-f232713e1401,Test Brewery,"500,000"
Nowon Bushwick - New Deal,Nowon - Bushwick,Bushwick,95.7%,74764720-94b0-4be2-a50e-b358dda5b45d,8c8ffae7-7b2e-4679-95f1-7393e05db05b,Nowon,"500,000"
Nowon - Bushwick Bushwick,Nowon - Bushwick,Bushwick,100.0%,74764720-94b0-4be2-a50e-b358dda5b45d,8c8ffae7-7b2e-4679-95f1-7393e05db05b,Nowon,"500,000"
Nowon - East Village East Village,Nowon - East Village,East Village,98.5%,187b348e-cbac-415f-8a3e-22505b38305e,8c8ffae7-7b2e-4679-95f1-7393e05db05b,Nowon,"500,000"
Cafe Colette - New Deal,Cafe Colette,Williamsburg,92.7%,8c0809e3-0d1f-41ea-acbe-88b250ca1ab5,7da399fe-6a82-4a09-8398-1524a8d255ba,Cafe Colette,"500,000"
Breeze Greenpoint,Breeze,Greenpoint,92.2%,3394b38d-706b-46b5-a255-8fd9d7932420,3d2f209c-e855-4bd6-b880-a3b3a0b53bcf,Breeze,"500,000"
Twist Bar,Twist Bar,Chelsea,100.0%,ae472edd-4137-474b-86cf-75d5fe4a1109,848c3259-7354-4214-a010-8964c4a77cd0,Milk & Hops,0
Kings of Kobe - Wagyu Kitchen & Bar Hell's Kitchen,Kings of Kobe - Wagyu Kitchen & Bar,Hell's Kitchen,100.0%,cae15e54-dbee-429d-98f2-1b32c62123c3,d76ba82d-6695-4ce6-baa0-bdc83d648f7f,Kings of Kobe,0
Mijo Chelsea,The Commons Chelsea,Chelsea,94.1%,d8d12dfa-d7d3-40c1-ab9d-cdbbc61f9ede,72c59172-c95c-4316-a06c-b5f1be080a61,Motel Morris,"500,000"
Torch & Crown Brewing Company - Craft Beer Pass,Torch & Crown Brewing Company,SOHO,97.1%,22d34078-4f7b-4622-84b2-99271a984d45,f0855294-7200-4baa-a3ec-a6db0b5ba520,Torch and Crown,"500,000"
Quality Italian - New Deal,Quality Italian,Cherry Creek,96.9%,47d3eb20-d12c-4e21-98d5-9a42fd38d14d,e4d2c913-5f09-47c9-85b9-f05766f6bba5,Quality Branded,"500,000"
Moody Tongue Sushi - Craft Beer Pass,Moody Tongue Sushi,West Village,99.2%,7b24148b-998e-40e7-8bac-450924a291eb,9aa582d3-403f-4461-b02f-48c27b60d543,Moody Tongue,"500,000"
Porter House Columbus Circle,Porter House,Columbus Circle,100.0%,ecaf6ee6-918e-4a2d-8c88-7116449e7798,f774ff15-9e88-4e16-a22b-cabdb4199168,Porter House / Center Bar,0
Threes Brewing Gowanus,Threes Brewing,Gowanus,97.8%,aff2dceb-35c0-4f5e-ac2e-5e3c1727ad1b,70d75be6-7dfc-473c-88af-ce69229d48bd,Threes Brewing,"500,000"
54 Mint Cucina Romana - New Deal,54 Mint Cucina Romana,Soma,100.0%,25fe6b39-8e79-44e2-a873-70e093b3bb8b,287560d0-c148-425f-9214-82d4c2a4f3e4,54 Mint,"500,000"
Bar Moga SoHo,Bar Moga,SoHo,96.2%,ea8e7080-ac70-456e-9e7a-62728fcae7eb,ce58e2dd-6e6b-424d-b087-aaa231eead5d,Bar Moga,"500,000"
Veranda Lounge - New Deal,Veranda Lounge,Downtown,95.7%,ee85c66a-268f-4809-8482-bd7eaa382908,10e7177e-51af-4dd8-b6e2-ca7298891c8a,The Loutrel / Veranda Lounge,"500,000"
Lewis Barbecue NoMo,Lewis Barbecue,NoMo,100.0%,08e133cb-9550-42d3-b99e-d3547c49461f,44e3a16a-01b5-4878-9f0b-33d8121351bb,Lewis Barbecue / Rancho Lewis,"500,000"
Lume West Village,Criollas West Village,West Village,98.7%,ff22710d-c7ce-4fea-8aca-5301f23b20f9,c0a7f98b-d21e-49b6-b627-1c26939729ef,Criollas Baked Empanadas,"500,000"
Gotham Burger Social Club Greenpoint,Gotham Burger Social Club,Greenpoint,100.0%,bfa5de6d-a3f3-473d-bdac-1ef5c5169344,7a19ca0e-21c9-4246-925f-9593b96d5b72,Gotham Burger Social Club,"500,000"
Strange Delight - New Deal,Strange Delight,Fort Greene,96.9%,b1891c01-ea5d-43ae-b62b-42415bb9eb7d,6652a146-669f-4c02-88d7-a91ded4bacf9,Strange Delight,"500,000"
Krupa Grocery South Slope,Krupa Grocery,South Slope,100.0%,2ae1b8ba-07e3-4b95-867b-9abc5cb37ef8,82b5c34e-771f-4457-aed0-0888ce6fe911,Krupa Grocery,"500,000"
Estancia Piola - New Deal,Estancia Piola,Gowanus,95.7%,76a6c6d1-2533-42b7-b46e-4aa01b9095dc,fe0fb570-ae3f-4635-9473-e98fb6fd9bff,Estancia,"500,000"
Black Seed Bagels Nolita,Black Seed Bagels,Battery Park City,100.0%,151a3037-9727-488b-ba4e-890767bf860f,ffd684b7-7489-4458-a608-1df787dfba96,Black Seed Bagels,0
Kokomo Greenpoint,Kokomo,Greenpoint,92.2%,31cd84b4-3641-4192-8bb6-9cedc1b3fac6,ee9c19fd-e312-438b-81b4-e6e638f1b3d1,Kokomo,"500,000"
Heirloom Cafe Mission,Heirloom Cafe,Mission,96.5%,2be9b955-a820-48f5-ab73-52cb3b36a94d,dafae53b-b994-4e7e-be3d-09037e72cf0e,Heirloom Cafe,"500,000"
Hotel Delmano - New Deal,Hotel Delmano,Williamsburg,94.3%,37d49a59-2281-42bf-bad1-62ebd5ba10ac,7aae3d59-4003-4879-b446-357ef17729d8,Hotel Delmano,"500,000"
Arcana Mission,Arcana,Mission,100.0%,56d9be94-3ef9-4eb2-88e0-b3544f53633e,aad495e2-9587-4f98-8d69-bc36388f1a9e,Arcana,"500,000"
Itria Mission,Itria,Mission,95.6%,aa42dddf-77d8-4a94-b9f5-62e1ee93e0b1,2867c7c1-0dac-48a1-8f90-e80a6c254995,Itria,"500,000"
Park Slope Ale House Park Slope,Park Slope Ale House,Park Slope,100.0%,7b84ad1b-0f50-4bf3-9f0f-c91dba5cfe44,0d55d652-b931-4072-8c74-dd2114063b36,Park Slope Ale House,"500,000"
LaRina Pastificio & Vino - New Deal,LaRina Pastificio e Vino,Fort Greene,95.0%,e61cfcf8-74b8-4c1f-ac85-799a615fff8f,64ce2401-7a33-4400-8cad-683078ad24fc,LaRina,"500,000"
Moody Tongue Pizza - New Deal,Moody Tongue Pizza,East Village,100.0%,87b5d34c-531e-4e47-bc01-46eb65db9692,9aa582d3-403f-4461-b02f-48c27b60d543,Moody Tongue,"500,000"
Center Bar Columbus Circle,Center Bar,Columbus Circle,95.6%,1951a8cd-d0a7-4b90-9931-e1ea85a73789,f774ff15-9e88-4e16-a22b-cabdb4199168,Porter House / Center Bar,0
The Bar at The Spectator - New Deal,The Bar at The Spectator,French Quarter,98.0%,ada67010-2589-4cc8-9a69-91899ec7f35c,716f1d94-de89-49f2-9da1-369c0b1e54fa,The Spectator Hotel,"500,000"
Sip & Guzzle - New Deal,Sip&Guzzle,West Village,99.0%,e615ebaf-2194-4225-8b46-5aac4eb8132b,841b03d5-0e53-4fe6-9d2e-c650ed4474e1,Sip&Guzzle,"500,000"
Wild East Brewing Co. - New Deal,Wild East Brewing Co.,Gowanus,99.1%,e0db1162-fc1f-4181-ae6a-cefd84462c2a,373ffc56-801d-4ce4-aaf1-bc479a51a7cc,Wild East Brewing Co.,"500,000"
Salad Don - New Deal,Salad Don,Lower East Side,100.0%,e304d33e-9036-48d9-9ccb-17080057dd32,6409179b-eeab-493f-8678-ebe0cc2dcf48,Don Ceviche,"500,000"
Cane Pazzo - New Deal,Cane Pazzo,Hanahan,99.0%,9749b36b-0332-49e1-a0ac-a574868c09d2,92b5d248-b045-40c2-81c7-982e6ab3a389,Cane Pazzo,"500,000"
Seamore's - UES,Seamore's,Brookfield Place,100.0%,69a69019-48a4-4989-b0b6-c973507fdc10,8ca9a27e-2954-414d-b43a-62e4bf673e13,Seamore's,"500,000"
Tio Pepe - New Deal,Tio Pepe,West Village,94.0%,7933ff85-12bd-4d62-8f81-2a167c9079fc,ea2589e9-797b-4391-afda-95200fafb492,Tio Pepe,0
MADELINE'S - New Deal,Madeline's,Greenpoint,100.0%,fd3d8f7c-60ad-4b5d-ad38-e71a10434268,9c48382c-87c9-4a53-8d6b-589a7e3c2056,Madeline's,"500,000"
Alphabet City Beer Co. - Craft Beer Pass,Alphabet City Beer Co.,Lower East Side,100.0%,e30e6a33-33d0-4348-b605-f84a63f708d0,7142a579-3d1a-46f4-a07c-6821ed89d7b7,Alphabet City Beer Co.,"500,000"
Rocco's Sports & Recreation Noho,Rocco's Sports & Recreation,Noho,100.0%,f0b33e38-c21a-4c61-be60-bb4f65409509,3765dc1e-07e7-43a0-882c-e1776ad4e834,The Garrett Group,"500,000"
25 Lusk - New Deal,25 Lusk,SOMA,100.0%,4d0be762-d066-4fa4-8a98-6a9d0fa5d477,50cb9cbe-1902-4ad7-8591-f111683258e0,25 Lusk,"500,000"
The Mary Lane - New Deal,The Mary Lane,West Village,100.0%,31ece492-eb0a-4946-8fed-7fa9bb05fe34,8093a865-0fb0-4489-8c24-88eeb5c9036f,Blackfoot Hospitality,"500,000"
Chouquet's - New Deal,Chouquet's,Chouquet's,100.0%,812c7730-4adf-4a37-82de-f14ea531ddbd,3cdd6722-d9cf-4671-94ca-75e6846913ec,Chouquet's,"500,000"
NOPALITO,Nopalito,NOPA,100.0%,239d8bc3-3032-497c-a5a7-bc120956f75b,754ed423-da05-45a2-bd0c-98c6d14bc8ff,Nopalito,"500,000"
Kings County Brewers Collective - New Deal,Kings County Brewers Collective,Bushwick,100.0%,0c431b84-6b95-4947-9cff-a29fdc263314,f301ecff-566b-444f-ae0d-35efaf3fcb59,Kings County Brewers Collective,"500,000"
Evil Twin Brewing (Dumbo) - New Deal,Evil Twin Brewing,Dumbo,100.0%,15b958b2-f0ba-49f0-b50f-712f17a6cc1b,e49aefe3-d0b6-4d9a-a9d3-10a1c03bde24,Evil Twin Brewing,"500,000"
Evil Twin Brewing (Ridgewood) - New Deal,Evil Twin Brewing,Dumbo,94.2%,15b958b2-f0ba-49f0-b50f-712f17a6cc1b,e49aefe3-d0b6-4d9a-a9d3-10a1c03bde24,Evil Twin Brewing,"500,000"
Grimm Artisanal Ales - New Deal,Grimm Artisanal Ales,Williamsburg,100.0%,29d7e844-ad1d-4707-a724-d566dc8ef9e2,f9124d24-ea29-4b6b-94b5-1ef6091000fc,Grimm Artisanal Ales,"500,000"
El Mansour - New Deal,El Mansour,Outer Richmond,99.0%,c687e091-d503-44de-b8d8-bb2864445c04,40b8b2e3-7954-433c-aa55-9d242c8d3a7f,El Mansour,"500,000"
The Rutherford - New Deal,The Rutherford,Midtown,94.0%,a988cdb8-38da-4f95-955f-e318b0f9f15e,d53f41c7-d561-4c90-9154-9a606c7effe3,Host Restaurants,"500,000"
Vineapple - New Deal,Vineapple,Brooklyn Heights,100.0%,0f6244d8-19cd-446c-8b81-d3144d198070,43f3e1d2-7092-4c6e-8af5-d14c6239d111,Vineapple Cafe,"500,000"
Mile End Delicatessen - New Deal,Mile End Deli,Boerum Hill,95.5%,4c513a09-f56b-47aa-bd1e-bbd34b426d93,b04b3531-39e2-410a-8a86-3df7a2c62e25,Mile End Deli,"500,000"
Lillian's - New Deal,Lillian's Restaurant,Hampton Park Terrace,96.7%,8c05651e-9800-4645-8c55-ceab9a8ec52d,5ebb6cfa-091f-4ea4-807b-22cbe4a15f3a,Rudy Royale / Stars / Lillian's,"500,000"
Lillian's - Market & Cafe,Lillian's Market & Cafe,Hampton Park Terrace,100.0%,3c270700-c79b-4e13-b745-332bf0625f2d,5ebb6cfa-091f-4ea4-807b-22cbe4a15f3a,Rudy Royale / Stars / Lillian's,"500,000"
Blue Plate - New Deal,Blue Plate,Mission,99.0%,25e910c6-5fef-42eb-b430-28f2c76690a5,82465abf-6cba-4303-ba5e-e530a518f553,Blue Plate,"500,000"
Suprema Provisions - New Deal,Suprema Provisions,West Village,100.0%,e7d17bb4-9370-47f7-80ae-bbc48ec5b03b,c59888c4-4410-4fae-a3a9-27aea8d55b98,Suprema,0
Patisserie Fouet Midtown,Patisserie Fouet,Midtown,100.0%,d1245bb7-2a72-40fb-b100-9a1781165090,6b297b5a-219a-4c74-955c-75a55994b07e,Patisserie Fouet,0
Il Corallo Trattoria - New Deal,Il Corallo Trattoria,SoHo,100.0%,07851573-fc20-4730-afb8-79caa8dd1627,0e1d0873-7edb-493f-a5de-e91fa767bc97,Il Corallo Trattoria,"500,000"
Bodega SF - New Deal,Bodega SF,Bodega SF,100.0%,f40f1e73-5b12-48e3-8bc3-19de5163f336,1af70182-6533-4d30-b195-0b0de5c0c0b0,Bodega Restaurants,"500,000"
Peck Slip Social- New Deal,Peck Slip Social,Seaport,98.0%,94e4cac5-87f9-4b62-b9ff-62976dc21f37,eb09048f-88c6-4891-9325-1cd54a741c7a,Peck Slip Social,"500,000"
Dalila's - New Deal,Dalila's,Cannonborough Elliotborough,94.0%,89a83dfc-2d2a-4bff-801d-5b8765a9b017,e3219ddc-273c-47c6-93c5-0e6bd3fcdb41,Dalila's,"500,000"
Marseille,Marseille,Hell's Kitchen,100.0%,ec313343-16a7-49ad-9985-301224a0033d,c9624c7b-359f-4a4b-a985-86ff849e4e7b,Chef Driven Hospitality,"500,000"
Pineapple Club - New Deal,Pineapple Club,East Village,95.7%,6383328e-1f9e-4fa8-ad4a-973bf4ef6bf3,445ebece-4b3c-4791-828d-350e2f47122b,Pineapple Club,"500,000"
Good Bar - New Deal,Good Bar,Greenpoint,94.0%,9bcb976d-3076-4224-abc7-edca83504f16,73e8327b-9b60-452c-b55b-77ba74c586ab,Good Bar,"500,000"
L'Express,L'Express,Gramercy,100.0%,b5dd166a-f9a6-487a-a624-b48f31508b24,c9624c7b-359f-4a4b-a985-86ff849e4e7b,Chef Driven Hospitality,"500,000"
Tacombi - nolita,Tacombi,Financial District,96.7%,e8885919-1c59-488a-8fb9-943b33ac508b,b448af3d-5c91-40c4-b344-1fb000d39cfa,Tacombi,"500,000"
Tacombi -LIC,Tacombi,Financial District,97.8%,e8885919-1c59-488a-8fb9-943b33ac508b,b448af3d-5c91-40c4-b344-1fb000d39cfa,Tacombi,"500,000"
Tacombi - FiDi,Tacombi,Financial District,93.7%,e8885919-1c59-488a-8fb9-943b33ac508b,b448af3d-5c91-40c4-b344-1fb000d39cfa,Tacombi,"500,000"
Tacombi - Bleeker,Tacombi,Financial District,100.0%,e8885919-1c59-488a-8fb9-943b33ac508b,b448af3d-5c91-40c4-b344-1fb000d39cfa,Tacombi,"500,000"
Tacombi - ESB,Tacombi,Financial District,97.8%,e8885919-1c59-488a-8fb9-943b33ac508b,b448af3d-5c91-40c4-b344-1fb000d39cfa,Tacombi,"500,000"
Tacombi - UWS,Tacombi,Financial District,97.8%,e8885919-1c59-488a-8fb9-943b33ac508b,b448af3d-5c91-40c4-b344-1fb000d39cfa,Tacombi,"500,000"
Tacombi -UES,Tacombi,Financial District,97.8%,e8885919-1c59-488a-8fb9-943b33ac508b,b448af3d-5c91-40c4-b344-1fb000d39cfa,Tacombi,"500,000"
Lost Isle,Lost Isle,Johns Island,100.0%,bae41c14-58e1-48b9-bedf-78671087ff43,febf234c-427a-4723-8d5e-0be15a95d483,Lost Isle / Lowlife,"500,000"
The Little Pig - New Deal,The Little Pig,Boerum Hill,99.0%,c8f80562-4eec-41e1-9250-aa00330f2570,a56edc29-606f-44e6-b3da-146b6054a54c,The Little Pig,"500,000"
Lowlife,Lowlife,Folly Beach,100.0%,2302e1f8-a19f-4f05-a84a-700d74902647,febf234c-427a-4723-8d5e-0be15a95d483,Lost Isle / Lowlife,"500,000"
Coleman Public House - New Deal,Coleman Public House,Mt. Pleasant,100.0%,7d829d15-f0d7-498b-ab33-01154b63e814,3c41006c-8c75-4a37-894b-deea870ee0e8,Coleman Maybank Public House,"500,000"
Maybank Public House - New Deal,Maybank Public House,James Island,100.0%,a6de9666-8a3a-4b22-8e14-b26d1ac9a47a,3c41006c-8c75-4a37-894b-deea870ee0e8,Coleman Maybank Public House,"500,000"
Kings County Distillery - New Deal,Kings County Distillery,Vinegar Hill,100.0%,395a2eb2-61b2-4d50-ab88-5d758f69b2d9,33faa07b-58cc-4e6e-b6e0-ce715ef96dda,Kings County Distillery,"500,000"
